#param, sd.noise, mean.vp.estimate, sd.vp.estimate, relative.uncertainty, bias 
0.9 , 0.01 , 0.9431056 , 0.4277374 , 45.35413 , -44.65118 
0.9 , 0.01 , 1.003542 , 0.446648 , 44.50718 , -44.51394 
0.9 , 0.01 , 0.9794816 , 0.44065 , 44.98809 , -44.5546 
0 , 0.05 , 34.67231 , 5.507498 , 15.88443 , 0.1925675 
0 , 0.05 , 34.14537 , 6.250499 , 18.30555 , -0.3207251 
0 , 0.05 , 34.72336 , 6.255613 , 18.01557 , 0.09791316 
0 , 0.05 , 35.5519 , 6.139269 , 17.26847 , 0.988529 
0 , 0.05 , 33.35683 , 5.923005 , 17.7565 , -1.113418 
0 , 0.05 , 35.2818 , 5.736616 , 16.25942 , 0.7232935 
0 , 0.05 , 33.52891 , 5.932398 , 17.69338 , -1.060053 
0 , 0.05 , 34.43152 , 5.349077 , 15.53541 , -0.06456566 
